text_code,sent
"[   7  228   65 1464    0    1    0    0   26   48  444 3576    0  323
   29   32    0    0  338    0  407    7  330   18  618    0    0  229
    0  102    0    1   12]",negative
"[3554  361    0    0   32    9    0 3168    0    0    0    4 1241    0
    0    0  337    0  788   76    2    0  781    8    0  200    0    0
    3]",positive
"[  13    0 8043 8044 8024 8023 8006    4    0  532  251  295    4 1594
   32    0   85    0    0   15 8008 8014  801  431   80 4453    0   82
    4   37    0 7949  532    0]",positive
"[   2    2    8   13    0  311    0    0   42 2397  508    0  330  405
    0  465   12    4    0    8   25 3622    0   32    0]",positive
"[7555    0 7750    0    0 3601   33    0   40    0 1193    0  323  213
  518    0   32    0    0    0   27    0 1954 7486    5 3601   33    0
    3]",positive
"[ 186  506   15   19  327  192  232  281  191   31  251    0  104    0
   17    0    4    0 1957    5    0   32    0]",neutral
"[   2   32 7488    0   54    0 2550    8  494    1  301    0  318   15
    8   25 7490    1   33    8  339    0]",neutral
"[   2   32  502    0    0   31    0    0  278    0   13    0   52  258
  324    0    0    0 2552    0    0]",neutral
"[   0   20  268    0   59  257 3588    0  275    0  384    0    0    0
 3580  614    0    0  141    0  451    0    0    0 1217   32   25  309
    0   35   74]",neutral
"[  32    6    0    6    7 7492    0    0    0  564  399   42 1101    5
   13    0    0   42 3080  331   12    0    0   32    0    0    0    0
    0    3]",positive
"[   2  358    0    0   13    1  909  249    0  286   13    8   99  255
 2003    0    0    0  737 7493   32   59  257 3588 2628    7 7497    0]",neutral
"[7501   42 7481    0  151    0   32    0    0   87    4 7480  232   11
  548  315    8 2382    0    3    3]",positive
"[2391  507   32   17 7459    0   14    0 3480  573    0 3460   19    0
   74   11    0]",positive
"[ 186    0  442    0    0   32   19    0    0 2379   11 2342    0  833
 1294    0    1  832    0    0    4  203 7472    3]",positive
"[   2    0   17  444   43   29   32    0    0    0   74    0   31  235
    0  587 1197]",positive
[706   0   0  28   8   0  32   0   3],positive
"[1874    0    0 1202   17   91  521    0    0  475    0    0    0   14
    0    0    0 7473 1142    0   38   89 2601 1395    0    0    0    0
   67 2616 7538    0   32    0    0]",positive
[  0   0  63 382 407   0  32  11   0 202   0   3],positive
"[ 202   43    0    4   32   49 7539  563    0  628    7    1   52   31
    0 3498    0    0   74   68    0    0    0    0 4487    0    0   32
    0]",negative
"[   2  706    0   25    0  339    0 7532  752 2378  824    0 7546    5
    0    0   21  407    0   32  232    1   12    0    0    0   25    0
  192    0]",negative
"[   2  222    0  186    0    0  309    0  399    0 7547   11   80   32
    0    0    0    0   17    0   63  245    0  282    0  163  510]",neutral
"[3624 7549    0    0  259    4 7550    0   32  802    0   24    6  323
    4 1423    5    1   40  323    4 1423    0    6    6]",positive
"[ 127   16   36 3748    0    0  319  508    0   32    0    0  235    0
   17  222    0    0    0    1  197    5   19    0   74   31    0    0
    0]",positive
"[  89    5    0 1555  800    0  303 1172    0    0    0  319  508    0
   14   54   13    0   32    7 1172    0    9  280 1223    0    1  649
    5 1151]",positive
"[   2    7   79  457   32  357  701  127    1  361    0    1   12    0
    7   79  457    0 1879 2473    0    4    4    4   76    0    1   12
    0    0    0    0    0    0]",neutral
"[  32    0 3753    0 7531 7530   10    1  335 7509    9   13   99  206
 7515    0    1  633  366  703    0    0    3]",negative
"[   2    0    0  307   11    0   28    0    0    0    0   32    0 1436
    0    0    0]",positive
"[  32    0 2514  214  249  561  827    0    4    4   43  561  827    0
    0    0   22    0   13    0  365   16   35   11    0]",positive
"[2016    0    0    0    0  217 7516   42  323    0 1880    0  687 3172
   51    0   32    9 1235    0  188    0    3    3]",negative
"[   0 7517 3736   29   32    0  665    0    0    0    0  204   14  413
    0    0  213  230    1 1486   14   19   63    0    0   33    7   31
  618    0]",neutral
"[   2    0   15   27    0    0    0  475    0    0    9   37  599    7
   24    0    0  194    0    0    0    0  377    0 1958    0    0    0
 7518  674    0 1235    0    0    0   32    0]",neutral
"[   0   32 2420   20  839    0    0 1447   57    0  203    0  538   14
  413    0    0   37    0   11  212  203    0]",negative
"[7522   38  826   17 1640  206   12 1639    0   32    0 1903 3805    0
    0    0    0    0    0    3]",positive
"[7457   32    0   45    8  222    8    0   22    0 1246  297    0    1
   12    0    0  582    0    0 1246    0    1   12    0]",negative
"[   0    0    0    0 7456  451    0 7455 1220    7    0 1616    0  507
    0 1293   43    5   32  190    0  104 1196   11    0    0  444   51]",positive
[  2   0   0   0 328   8   9  13   0 405  10  32  57   0   0   0],positive
"[   2    8    9  250  307    0 7385 7393   10   32    7  275    0  964
  313 1439    5  599 1345  555    0]",negative
"[   0  152    0    0  247    0    0    0 3657    0 3658    0 7400    0
    5   32    0   63    0  577    0  368    0    0]",positive
"[  36  319  508    0   32    0    0 1217    0   37    0    2   11  549
    1   18    0    0    0    3]",positive
"[   2 7404    0 1127  229    0    0   74  232   31  133   32   38 2823
   10  827 2833    0    0    0    0]",negative
"[   0  444    0  996 1602    4   29   32    0 1070  344  744    0    0
   17 3639    5  178    0   74    0   68    0]",positive
"[  2  86  32  72  68   0  86 128  72  41  15   1 361 338   0 724   0  50
 193 701 310   0   0   0]",neutral
"[   6    0  316   80    0   32   49    7  214    0 7365    0    0 2779
  224    0    0  538    0   12   39    0    0    0  155    0 7368    0
  497    0    2]",neutral
"[   2  300    0   63  245    8 2780    0 1101   29   32    0   42 1128
 1764    0    8    0  262    7 1175    4    0  247    0    0    0]",positive
"[   2   16    0    1 1752  457  141    0   61    0 3622   31 1307   29
   32    0   54  348 1604    0   76    0    1   64  618    0]",negative
"[3700 2355    0   46   36 2786    0   32    0   24 7377  574  330    6
    0 1429   25 2362    1   60    0    0 3713  197    5    0 2332  197
    0    0]",neutral
"[   2 7436    1 1424    0    0    9   13  238   77    0    0   29    1
  633  366  130   32  198    0    0    0    0]",positive
"[ 698   29   32   16  114  805    0    1   36    2  323   19 1196    0
   90    0    0  296  418    0    1    6    0    6]",positive
"[   4  517 1264 2016 2797  546 3679    4  309  102    0    0    1   24
  546    0  849 1618  667    0 2384   32    0   26    0 7442    3]",neutral
"[  32 3693  412    0    0    4    4    0    0   10    0 2380 7447    0
    0  214 3626    0    0 7448   88   12    4    0    0    0    3]",positive
[ 32   0   3 410   0   0 214 258 740  10  32  74   3   5 417   0   7 214],positive
"[   2    8    9  307   10   32    7 3080    0    0    0  687    0 7449
  214    5   25    0  352    0 7450  205    0]",positive
"[  25    0  192    0    0    0    0  175    0   25 7452    0   32    0
   28    0    0    0    3]",positive
"[7453    0 3176   20 1178    7 3174   11    0   15   32  502    0  345
    0  240 1073    0    3]",neutral
"[   0   34  643  953 1986    0 2899    0    0  127    0  358 1279   10
    2   27   32   22 7433 2878    3]",positive
"[2399    0 2881    0    7  600    1  266  139 2892    0    0    0    4
    4 2382  752    0   32    0  125  442 2881    0    0    0    3]",positive
"[  32 3212    0 2326    0    1   60   48  354    0   12    0  206 7430
    0    4 3229    3]",negative
"[1289   44    0  198   10 1127    0    0 7383   32    7  632    5  422
    0  347   17   30   14    5 3250    0    0    0  947    0    3]",positive
"[   2   17  764    6 3249  516    0   17  516    0    8   86    0  405
    7  432    4  310    0   32    0  487  449    4   15    0  239  331
    4    0]",positive
"[ 332    0   39  236  783   53    0   32   49    5   89    0  208 7685
    0    1  574  774   35]",negative
"[  75    0   28    2   36  323  407    0  697 1101    0    0   32   49
 1257    0   11    0]",positive
"[   0    1  974    0    2    4 1439   57 1019   14 2451    0 2859    5
    9   38    0   63    0  379   27  948    7   32   49    0   65  641
    0]",positive
"[   0   13 1613   14  137    0   60   48 3261  951    0   32   49    0
    0    9    0    9   21    0  195    0  276    0    0    0    1 1266
    0]",positive
"[2426    0    0    0 1131  526    0   32   49 3373  139    4   19 3375
   82    8   25  653  214    0    0    0    0    3    2]",negative
"[   0    0 3377   10   32   49  163   51    0    0  444  297    5    0
   20  839    0    0 1447   57    0   15    0  743    0    5    0  535
   11    0    0    0]",negative
"[2859    0 2451    5    9   13  747   10   32   49    3  230    2    6
    6    6    6]",positive
"[   2   15    0    0  186    0  715 7677   14    9    0    0   84   32
   49  298   11    0    0 1470    1 7657  656   20 7660  590    0]",positive
"[  32   49 2687    0  125    0    8  399 2377    0  628    0   53  618
    0  289 7664   10   51    0   49  288    0    0  358 2375    0]",positive
"[   2    0    0  127 1288 1010   10   32   49    0    0 1345  711   48
   99    0 3354 1905    0   42 1172   38   29   59  257 7665]",negative
"[   0   17 1622    0    1   32   49 3357   10    1  767    0    1 1337
 3362    0 1870   31   41]",neutral
"[ 228  389  382    0   17 7675  963  211    0   32   49    0  287   30
    0    9   13   17  955   35    0   31   41    0    3]",positive
"[7676    0    0   75   94    0 2979    0    0    0   32   49  324    0
    0    8   61    0   13    0    8    9   13    0 7655  322  413    0
  195    0    0]",positive
"[ 384  126  354    2    0   32   49   15 2396    0   28    0   76    0
    0    7   59  379    0 1318 2706 3432    0  206   73    0]",positive
[337 625  32  49  17 444 322   7 618  11   0   0   0   0   6],positive
"[  32   49    0  378  358    0    0  444    0 7736  714 1586   31    5
   54    0  316    0    1 7729 7739 3411    0]",positive
"[   2    0 2420    0   74  588    0    1    0    0    0 3348  618    0
   53   54    0    0    7   32   49    0    0    0]",neutral
"[   2    2    0    8   13   32   49    0    0    9    0    7    8    0
   73  298    0 1270    1  821    0    1  633 1342    0    0  419    0]",neutral
"[   2  375   38   79  208  962    0    0    0 2669    0    0    0  255
    0   11    0   32   49    0    0  862  241    0]",positive
"[7727    1   40    1 3290  527  294    0    0   32   49   15   21    1
   24   43    0  237    0   39]",neutral
"[7709    0    0  255    0 3296   11    0 3282    0   32   49   43   18
  827    0]",positive
"[   2 7720   19  309    7  245    0   62    0   17   86    0 1070 1126
   29   32   49  514   11    0   28    0    0   30  211    0    0 7721]",positive
"[   2   19    0    0    0  204    8    0  307   35    0   24 3268    2
    0 2902    5   32   49    0]",positive
"[  17    0   33  251    0   38  472  355   10    1 2754  379    0   32
   49    0    0    0    0    0    0    0    3]",positive
"[   2  238    0 1004  444   29   32   49    0    0    0    0   13    0
   11    0    0    0    0  850  192  834 7723]",positive
"[   0    0  607    0 2758  141    0   32   49  628   14 3639   57  338
    0  213  232    1   12   12    0   14    0 1327   21  249  344    0]",negative
"[   2    0   13   32   49  275    0  839    0    0   30    4   18  827
   15    0  239 1127  229    0    0   74  494   84   90    0    0    0]",neutral
"[  16   17    0    0   36  490   94    0   32   49    0    0  599    0
   40 7652    0    0 1927    0    2    5  614    0]",positive
"[   0 2908   90    0    0 7585    1  477   49    0   32   49  827   48
  217   99    0 7588  577    0]",negative
"[ 133    1  729    0  106    5   14    0  273  518    5    0    0   69
   21 2434    0  225    0   32   49  399  237    0 1196   57  926    0]",negative
[ 16   0   0  32  49   0  25   0 192   0  28   0  11   0   0   3],positive
"[1100    0 1689    0   47  195    1  736  224   29    0    0    0    0
    0    0    0   32   49  133   82   13    0   21  355   16  212    0
    0    0    0    0    0]",positive
"[   2   85   32   49   17 2743    0  399    5    0   19    0   74    0
 7590   11    0  125    7 7591 2730   30    0    0]",positive
"[ 300    0   32   49    0   13    0   36  366  532  213   11    0    0
   61    0   58    0    0   44    0 2733  198    5  756    0    5 3318
    1  687    0]",positive
"[ 358    0    2   40  832    0   32   49    0    6    6  647   84   18
  618  213    0 3320    0    0 2428    6    3]",positive
"[1942 7602    0    0   32   49   51    0  253   39   14    7    1  110
   33   11    0]",neutral
